pack_id,candidate_rank_by_generated_score,is_selected_for_annotation,selected_rank_by_generated_score,is_wild_pack,generated_score_spread,generated_score_min,generated_score_max,annotator_total_score_selected,annotator_failure_type_selected,selected_source_passages,corpus_id,publication_number,mode,strategy,question_language,context_language,generated_total_score,generated_faith_overall,generated_quality_overall,generated_failure_type,question,answer
"EP-4634601-A1_en|technical|1|en|en,fr",2,no,1,yes,11,24,35,10,none,"[{""language"": ""en"", ""passage"": ""Title: Weapons and weapon components including surface coatings\n\nAbstract: Molds and dies with surface coatings are described. A surface of the mold or die that, contacts a material to be processed can include a surface coating. The surface coating ca include many different materials man may include a metal or metal alloy such as, for example, a molybdenum alloy.""}, {""language"": ""fr"", ""passage"": ""Title: Armes et composants d'arme comprenant des revêtements de surface\n\nAbstract: L'invention concerne des moules et des matrices avec des revêtements de surface. Une surface du moule ou de la matrice qui entre en contact avec un matériau à traiter peut comprendre un revêtement de surface. Le revêtement de surface peut comprend de nombreux matériaux différents qui peuvent comprendre un métal ou un alliage métallique tel que, par exemple, un alliage de molybdène.""}]",EP-4634601-A1_en,EP-4634601-A1,technical,1,en,"en,fr",27,14,13,weak-query-shape,What part of the mold or die can include a surface coating?,"A surface of the mold or die that, contacts a material to be processed can include a surface coating."
"EP-4634601-A1_en|technical|1|en|en,fr",3,no,1,yes,11,24,35,10,none,"[{""language"": ""en"", ""passage"": ""Title: Weapons and weapon components including surface coatings\n\nAbstract: Molds and dies with surface coatings are described. A surface of the mold or die that, contacts a material to be processed can include a surface coating. The surface coating ca include many different materials man may include a metal or metal alloy such as, for example, a molybdenum alloy.""}, {""language"": ""fr"", ""passage"": ""Title: Armes et composants d'arme comprenant des revêtements de surface\n\nAbstract: L'invention concerne des moules et des matrices avec des revêtements de surface. Une surface du moule ou de la matrice qui entre en contact avec un matériau à traiter peut comprendre un revêtement de surface. Le revêtement de surface peut comprend de nombreux matériaux différents qui peuvent comprendre un métal ou un alliage métallique tel que, par exemple, un alliage de molybdène.""}]",EP-4634601-A1_en,EP-4634601-A1,technical,1,en,"en,fr",24,15,9,broad-summary,What items are described?,Molds and dies with surface coatings are described.
"WO-2025201606-A1_de|semantic|2|es|de,fr",1,yes,1,yes,11,25,36,9,none,"[{""language"": ""de"", ""passage"": ""Title: Verfahren zum erzeugen einer antimikrobiellen polymeroberfläche und material mit einer antimikrobiellen polymeroberfläche\n\nAbstract: Die Erfindung betrifft ein Verfahren zum Erzeugen einer antimikrobiellen Polymeroberfläche, speziell einer antimikrobiellen Biopolymeroberfläche, wobei eine Oberfläche, enthaltend mindestens ein Polymer, speziell ein Biopolymer, bereitgestellt wird und die bereitgestellte Oberfläche ausschließlich mit energiereichen Elektronen unter Anwesenheit einer sauerstoffhaltigen Atmosphäre, vorzugsweise Luft, und unter Abwesenheit weiterer Substanzen behandelt wird, wobei eine vorgegebene Elektronenenergie mit einer vorgegebenen Gesamtdosis in Sequenzen bei vorgegeben Prozessdosisleistungen auf die Oberfläche appliziert wird. Ferner betrifft die Erfindung ein Material mit einer solchen antimikrobiellen Polymeroberfläche.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de production d'une surface polymère antimicrobienne et matériau ayant une surface polymère antimicrobienne\n\nAbstract: L'invention concerne un procédé de production d'une surface polymère antimicrobienne, en particulier d'une surface biopolymère antimicrobienne, une surface contenant au moins un polymère, en particulier un biopolymère, étant fournie et la surface fournie étant traitée exclusivement avec des électrons à haute énergie en présence d'une atmosphère contenant de l'oxygène, de préférence de l'air, et en l'absence d'autres substances, une énergie d'électrons spécifiée étant appliquée à la surface à une dose totale spécifiée dans des séquences à des débits de dose de traitement spécifiés. L'invention concerne en outre un matériau ayant une telle surface polymère antimicrobienne.""}]",WO-2025201606-A1_de,WO-2025201606-A1,semantic,2,es,"de,fr",36,14,22,none,¿Qué método propone el documento para dotar de actividad antimicrobiana a una superficie polimérica sin añadir otras sustancias?,"die bereitgestellte Oberfläche ausschließlich mit energiereichen Elektronen unter Anwesenheit einer sauerstoffhaltigen Atmosphäre, vorzugsweise Luft, und unter Abwesenheit weiterer Substanzen behandelt wird,"
"WO-2025201606-A1_de|semantic|2|es|de,fr",2,no,1,yes,11,25,36,9,none,"[{""language"": ""de"", ""passage"": ""Title: Verfahren zum erzeugen einer antimikrobiellen polymeroberfläche und material mit einer antimikrobiellen polymeroberfläche\n\nAbstract: Die Erfindung betrifft ein Verfahren zum Erzeugen einer antimikrobiellen Polymeroberfläche, speziell einer antimikrobiellen Biopolymeroberfläche, wobei eine Oberfläche, enthaltend mindestens ein Polymer, speziell ein Biopolymer, bereitgestellt wird und die bereitgestellte Oberfläche ausschließlich mit energiereichen Elektronen unter Anwesenheit einer sauerstoffhaltigen Atmosphäre, vorzugsweise Luft, und unter Abwesenheit weiterer Substanzen behandelt wird, wobei eine vorgegebene Elektronenenergie mit einer vorgegebenen Gesamtdosis in Sequenzen bei vorgegeben Prozessdosisleistungen auf die Oberfläche appliziert wird. Ferner betrifft die Erfindung ein Material mit einer solchen antimikrobiellen Polymeroberfläche.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de production d'une surface polymère antimicrobienne et matériau ayant une surface polymère antimicrobienne\n\nAbstract: L'invention concerne un procédé de production d'une surface polymère antimicrobienne, en particulier d'une surface biopolymère antimicrobienne, une surface contenant au moins un polymère, en particulier un biopolymère, étant fournie et la surface fournie étant traitée exclusivement avec des électrons à haute énergie en présence d'une atmosphère contenant de l'oxygène, de préférence de l'air, et en l'absence d'autres substances, une énergie d'électrons spécifiée étant appliquée à la surface à une dose totale spécifiée dans des séquences à des débits de dose de traitement spécifiés. L'invention concerne en outre un matériau ayant une telle surface polymère antimicrobienne.""}]",WO-2025201606-A1_de,WO-2025201606-A1,semantic,2,es,"de,fr",27,14,13,too-extractive,¿Qué producto final o tipo de material se obtiene con el tratamiento de la superficie según el procedimiento?,Ferner betrifft die Erfindung ein Material mit einer solchen antimikrobiellen Polymeroberfläche.
"WO-2025201606-A1_de|semantic|2|es|de,fr",3,no,1,yes,11,25,36,9,none,"[{""language"": ""de"", ""passage"": ""Title: Verfahren zum erzeugen einer antimikrobiellen polymeroberfläche und material mit einer antimikrobiellen polymeroberfläche\n\nAbstract: Die Erfindung betrifft ein Verfahren zum Erzeugen einer antimikrobiellen Polymeroberfläche, speziell einer antimikrobiellen Biopolymeroberfläche, wobei eine Oberfläche, enthaltend mindestens ein Polymer, speziell ein Biopolymer, bereitgestellt wird und die bereitgestellte Oberfläche ausschließlich mit energiereichen Elektronen unter Anwesenheit einer sauerstoffhaltigen Atmosphäre, vorzugsweise Luft, und unter Abwesenheit weiterer Substanzen behandelt wird, wobei eine vorgegebene Elektronenenergie mit einer vorgegebenen Gesamtdosis in Sequenzen bei vorgegeben Prozessdosisleistungen auf die Oberfläche appliziert wird. Ferner betrifft die Erfindung ein Material mit einer solchen antimikrobiellen Polymeroberfläche.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de production d'une surface polymère antimicrobienne et matériau ayant une surface polymère antimicrobienne\n\nAbstract: L'invention concerne un procédé de production d'une surface polymère antimicrobienne, en particulier d'une surface biopolymère antimicrobienne, une surface contenant au moins un polymère, en particulier un biopolymère, étant fournie et la surface fournie étant traitée exclusivement avec des électrons à haute énergie en présence d'une atmosphère contenant de l'oxygène, de préférence de l'air, et en l'absence d'autres substances, une énergie d'électrons spécifiée étant appliquée à la surface à une dose totale spécifiée dans des séquences à des débits de dose de traitement spécifiés. L'invention concerne en outre un matériau ayant une telle surface polymère antimicrobienne.""}]",WO-2025201606-A1_de,WO-2025201606-A1,semantic,2,es,"de,fr",25,9,16,too-generic,¿Qué necesidad o limitación en superficies poliméricas busca solucionar el procedimiento descrito?,"Die Erfindung betrifft ein Verfahren zum Erzeugen einer antimikrobiellen Polymeroberfläche, speziell einer antimikrobiellen Biopolymeroberfläche,"
"EP-4633645-A1_fr|technical|1|fr|en,fr",1,yes,1,yes,10,26,36,9,none,"[{""language"": ""en"", ""passage"": ""Title: Adenosine derivatives for use in the treatment of neurodegenerative disorders and cancer\n\nAbstract: The invention relates to a compound of General Formula (I): (General Formula I) wherein R 1 and R 2 are as defined herein; for use in the treatment of neurodegenerative diseases or conditions that are characterised by an elevated level of Ubiquitin Ser65 phosphorylation and/or in the treatment of cancer. The invention also relates to pharmaceutical compositions and combination therapeutic agents comprising compounds of formula (I) for treating these conditions as well to a method of treating such diseases and conditions using the compounds of General Formula (I).""}, {""language"": ""fr"", ""passage"": ""Title: Dérivés d'adénosine destinés à être utilisés dans le traitement de troubles neurodégénératifs et du cancer\n\nAbstract: L'invention concerne un composé représenté par la formule générale (I) : (Formule générale I) dans laquelle R 1 et R 2 sont tels que définis dans la description ; pour une utilisation dans le traitement de maladies ou d'affections neurodégénératives qui sont caractérisées par un niveau élevé de phosphorylation de l'ubiquitine Ser65 et/ou dans le traitement du cancer. L'invention concerne également des compositions pharmaceutiques et des agents thérapeutiques associés comprenant des composés de formule (I) pour traiter ces affections, ainsi qu'une méthode de traitement de telles maladies et affections à l'aide des composés de formule générale (I).""}]",EP-4633645-A1_fr,EP-4633645-A1,technical,1,fr,"en,fr",36,14,22,none,Quel marqueur moléculaire est élevé dans les maladies neurodégénératives visées ?,un niveau élevé de phosphorylation de l'ubiquitine Ser65
"EP-4633645-A1_fr|technical|1|fr|en,fr",2,no,1,yes,10,26,36,9,none,"[{""language"": ""en"", ""passage"": ""Title: Adenosine derivatives for use in the treatment of neurodegenerative disorders and cancer\n\nAbstract: The invention relates to a compound of General Formula (I): (General Formula I) wherein R 1 and R 2 are as defined herein; for use in the treatment of neurodegenerative diseases or conditions that are characterised by an elevated level of Ubiquitin Ser65 phosphorylation and/or in the treatment of cancer. The invention also relates to pharmaceutical compositions and combination therapeutic agents comprising compounds of formula (I) for treating these conditions as well to a method of treating such diseases and conditions using the compounds of General Formula (I).""}, {""language"": ""fr"", ""passage"": ""Title: Dérivés d'adénosine destinés à être utilisés dans le traitement de troubles neurodégénératifs et du cancer\n\nAbstract: L'invention concerne un composé représenté par la formule générale (I) : (Formule générale I) dans laquelle R 1 et R 2 sont tels que définis dans la description ; pour une utilisation dans le traitement de maladies ou d'affections neurodégénératives qui sont caractérisées par un niveau élevé de phosphorylation de l'ubiquitine Ser65 et/ou dans le traitement du cancer. L'invention concerne également des compositions pharmaceutiques et des agents thérapeutiques associés comprenant des composés de formule (I) pour traiter ces affections, ainsi qu'une méthode de traitement de telles maladies et affections à l'aide des composés de formule générale (I).""}]",EP-4633645-A1_fr,EP-4633645-A1,technical,1,fr,"en,fr",27,14,13,weak-query-shape,Quel est le numéro de la formule générale du composé ?,la formule générale (I)
"EP-4633645-A1_fr|technical|1|fr|en,fr",3,no,1,yes,10,26,36,9,none,"[{""language"": ""en"", ""passage"": ""Title: Adenosine derivatives for use in the treatment of neurodegenerative disorders and cancer\n\nAbstract: The invention relates to a compound of General Formula (I): (General Formula I) wherein R 1 and R 2 are as defined herein; for use in the treatment of neurodegenerative diseases or conditions that are characterised by an elevated level of Ubiquitin Ser65 phosphorylation and/or in the treatment of cancer. The invention also relates to pharmaceutical compositions and combination therapeutic agents comprising compounds of formula (I) for treating these conditions as well to a method of treating such diseases and conditions using the compounds of General Formula (I).""}, {""language"": ""fr"", ""passage"": ""Title: Dérivés d'adénosine destinés à être utilisés dans le traitement de troubles neurodégénératifs et du cancer\n\nAbstract: L'invention concerne un composé représenté par la formule générale (I) : (Formule générale I) dans laquelle R 1 et R 2 sont tels que définis dans la description ; pour une utilisation dans le traitement de maladies ou d'affections neurodégénératives qui sont caractérisées par un niveau élevé de phosphorylation de l'ubiquitine Ser65 et/ou dans le traitement du cancer. L'invention concerne également des compositions pharmaceutiques et des agents thérapeutiques associés comprenant des composés de formule (I) pour traiter ces affections, ainsi qu'une méthode de traitement de telles maladies et affections à l'aide des composés de formule générale (I).""}]",EP-4633645-A1_fr,EP-4633645-A1,technical,1,fr,"en,fr",26,14,12,document-phrasing,Quelle autre indication thérapeutique est mentionnée pour les composés de formule (I) ?,dans le traitement du cancer.
"EP-4633950-A1_en|technical|4|en|en,fr",1,yes,1,yes,10,25,35,9,none,"[{""language"": ""en"", ""passage"": ""Title: Use of a triple-structured steel in an acidic environment\n\nAbstract: The invention relates to the use of a steel material in contact with an acidic medium that has a pH of less than 5, the steel material being composed of grains comprising a matrix within which precipitates are incorporated, the steel material comprising i) chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron; ii) spherical precipitates, the size of which is between 1 nm and 150 nm; iii) equiaxed, non-columnar grains, the size of which is less than 40 µm; and iv) between 68% and 82% HAGBs, between 1% and 16% LAGBs, and between 9% and 26% twin boundaries.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation d'un acier à triple structuration dans un environnement acide\n\nAbstract: Utilisation d'un matériau en acier au contact d'un milieu acide présentant un pH inférieur à 5, le matériau en acier étant composé de grains comprenant une matrice dans laquelle sont incorporés des précipités, le matériau en acier comprenant i) du chrome, du nickel, du carbone, de l'oxygène, du manganèse, du molybdène, du silicium, du phosphore, du soufre, d'autres éléments et du fer, ii) des précipités sphériques, de taille variant entre 1 nm et 150 nm, iii) des grains non colonnaires équiaxes dont la taille est inférieure à 40 µm, et iv) entre 68 % et 82 % de joints de grain de type HAGB, entre 1 % et 16 % de joints de type LAGB, et entre 9 % et 26 % de joints de macles Pas de figure d'abrégé.""}]",EP-4633950-A1_en,EP-4633950-A1,technical,4,en,"en,fr",35,15,20,none,What is the percentage range of HAGBs in the steel?,between 68% and 82% HAGBs
"EP-4633950-A1_en|technical|4|en|en,fr",2,no,1,yes,10,25,35,9,none,"[{""language"": ""en"", ""passage"": ""Title: Use of a triple-structured steel in an acidic environment\n\nAbstract: The invention relates to the use of a steel material in contact with an acidic medium that has a pH of less than 5, the steel material being composed of grains comprising a matrix within which precipitates are incorporated, the steel material comprising i) chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron; ii) spherical precipitates, the size of which is between 1 nm and 150 nm; iii) equiaxed, non-columnar grains, the size of which is less than 40 µm; and iv) between 68% and 82% HAGBs, between 1% and 16% LAGBs, and between 9% and 26% twin boundaries.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation d'un acier à triple structuration dans un environnement acide\n\nAbstract: Utilisation d'un matériau en acier au contact d'un milieu acide présentant un pH inférieur à 5, le matériau en acier étant composé de grains comprenant une matrice dans laquelle sont incorporés des précipités, le matériau en acier comprenant i) du chrome, du nickel, du carbone, de l'oxygène, du manganèse, du molybdène, du silicium, du phosphore, du soufre, d'autres éléments et du fer, ii) des précipités sphériques, de taille variant entre 1 nm et 150 nm, iii) des grains non colonnaires équiaxes dont la taille est inférieure à 40 µm, et iv) entre 68 % et 82 % de joints de grain de type HAGB, entre 1 % et 16 % de joints de type LAGB, et entre 9 % et 26 % de joints de macles Pas de figure d'abrégé.""}]",EP-4633950-A1_en,EP-4633950-A1,technical,4,en,"en,fr",30,15,15,broad-summary,What pH is the acidic medium?,a pH of less than 5
"EP-4633950-A1_en|technical|4|en|en,fr",3,no,1,yes,10,25,35,9,none,"[{""language"": ""en"", ""passage"": ""Title: Use of a triple-structured steel in an acidic environment\n\nAbstract: The invention relates to the use of a steel material in contact with an acidic medium that has a pH of less than 5, the steel material being composed of grains comprising a matrix within which precipitates are incorporated, the steel material comprising i) chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron; ii) spherical precipitates, the size of which is between 1 nm and 150 nm; iii) equiaxed, non-columnar grains, the size of which is less than 40 µm; and iv) between 68% and 82% HAGBs, between 1% and 16% LAGBs, and between 9% and 26% twin boundaries.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation d'un acier à triple structuration dans un environnement acide\n\nAbstract: Utilisation d'un matériau en acier au contact d'un milieu acide présentant un pH inférieur à 5, le matériau en acier étant composé de grains comprenant une matrice dans laquelle sont incorporés des précipités, le matériau en acier comprenant i) du chrome, du nickel, du carbone, de l'oxygène, du manganèse, du molybdène, du silicium, du phosphore, du soufre, d'autres éléments et du fer, ii) des précipités sphériques, de taille variant entre 1 nm et 150 nm, iii) des grains non colonnaires équiaxes dont la taille est inférieure à 40 µm, et iv) entre 68 % et 82 % de joints de grain de type HAGB, entre 1 % et 16 % de joints de type LAGB, et entre 9 % et 26 % de joints de macles Pas de figure d'abrégé.""}]",EP-4633950-A1_en,EP-4633950-A1,technical,4,en,"en,fr",25,14,11,broad-summary,What elements does the steel material comprise?,"chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron;"
"EP-4634337-A1_en|technical|3|en|en,fr",1,yes,1,yes,10,27,37,9,none,"[{""language"": ""en"", ""passage"": ""Title: Laboratory scale fluid catalytic cracking unit for co-refining bio-based feedstocks\n\nAbstract: The invention relates to a test unit, particularly for the study of catalysts in reactions involving at least one catalyst and at least one reagent, such as fluid catalytic cracking reactions. The test unit comprises a downer, separator, riser, catalyst regenerator, and optional catalyst buffer. Transport of the catalyst is performed by screw conveyors.""}, {""language"": ""fr"", ""passage"": ""Title: Unité de craquage catalytique de fluide à l'échelle de laboratoire pour co-raffiner des charges d'alimentation d'origine biologique\n\nAbstract: L'invention concerne une unité de test, en particulier pour l'étude de catalyseurs dans des réactions impliquant au moins un catalyseur et au moins un réactif, tels que des réactions de craquage catalytique fluide. L'unité de test comprend une colonne descendante, un séparateur, une colonne montante, un régénérateur de catalyseur et un tampon de catalyseur facultatif. Le transport du catalyseur est effectué par des transporteurs à vis.""}]",EP-4634337-A1_en,EP-4634337-A1,technical,3,en,"en,fr",37,15,22,none,What is used to transport the catalyst?,screw conveyors
"EP-4634337-A1_en|technical|3|en|en,fr",2,no,1,yes,10,27,37,9,none,"[{""language"": ""en"", ""passage"": ""Title: Laboratory scale fluid catalytic cracking unit for co-refining bio-based feedstocks\n\nAbstract: The invention relates to a test unit, particularly for the study of catalysts in reactions involving at least one catalyst and at least one reagent, such as fluid catalytic cracking reactions. The test unit comprises a downer, separator, riser, catalyst regenerator, and optional catalyst buffer. Transport of the catalyst is performed by screw conveyors.""}, {""language"": ""fr"", ""passage"": ""Title: Unité de craquage catalytique de fluide à l'échelle de laboratoire pour co-raffiner des charges d'alimentation d'origine biologique\n\nAbstract: L'invention concerne une unité de test, en particulier pour l'étude de catalyseurs dans des réactions impliquant au moins un catalyseur et au moins un réactif, tels que des réactions de craquage catalytique fluide. L'unité de test comprend une colonne descendante, un séparateur, une colonne montante, un régénérateur de catalyseur et un tampon de catalyseur facultatif. Le transport du catalyseur est effectué par des transporteurs à vis.""}]",EP-4634337-A1_en,EP-4634337-A1,technical,3,en,"en,fr",31,15,16,broad-summary,What type of reactions is the test unit used to study?,fluid catalytic cracking reactions
"EP-4634337-A1_en|technical|3|en|en,fr",3,no,1,yes,10,27,37,9,none,"[{""language"": ""en"", ""passage"": ""Title: Laboratory scale fluid catalytic cracking unit for co-refining bio-based feedstocks\n\nAbstract: The invention relates to a test unit, particularly for the study of catalysts in reactions involving at least one catalyst and at least one reagent, such as fluid catalytic cracking reactions. The test unit comprises a downer, separator, riser, catalyst regenerator, and optional catalyst buffer. Transport of the catalyst is performed by screw conveyors.""}, {""language"": ""fr"", ""passage"": ""Title: Unité de craquage catalytique de fluide à l'échelle de laboratoire pour co-raffiner des charges d'alimentation d'origine biologique\n\nAbstract: L'invention concerne une unité de test, en particulier pour l'étude de catalyseurs dans des réactions impliquant au moins un catalyseur et au moins un réactif, tels que des réactions de craquage catalytique fluide. L'unité de test comprend une colonne descendante, un séparateur, une colonne montante, un régénérateur de catalyseur et un tampon de catalyseur facultatif. Le transport du catalyseur est effectué par des transporteurs à vis.""}]",EP-4634337-A1_en,EP-4634337-A1,technical,3,en,"en,fr",27,15,12,broad-summary,Does the test unit include a separator?,separator
"EP-4633670-A1_fr|semantic|3|fr|en,fr",1,yes,1,yes,9,25,34,9,none,"[{""language"": ""en"", ""passage"": ""Title: Engineered virus-like-particles for targeted capture of membrane proteins\n\nAbstract: Disclosed are engineered virus-like-particles (VLPs) and their use. In the VPLs integral plasma membrane proteins are captured and displayed on the surface of a VLP in a native conformation based on an interaction between a viral scaffolding protein fused to a PDZ domain and a synthetic polypeptide in the cytoplasmatic C-terminal tail of the target membrane protein.""}, {""language"": ""fr"", ""passage"": ""Title: Particules de type viral modifiées pour la capture ciblée de protéines membranaires\n\nAbstract: L'invention concerne des particules de type viral (VLP) modifiées et leur utilisation. Dans les VPL, des protéines intégrales de membrane plasmatique sont capturées et affichées sur la surface d'une VLP dans une conformation native sur la base d'une interaction entre une protéine d'échafaudage virale fusionnée à un domaine PDZ et un polypeptide synthétique dans la queue C-terminale cytoplasmique de la protéine membranaire cible.""}]",EP-4633670-A1_fr,EP-4633670-A1,semantic,3,fr,"en,fr",34,14,20,none,Quelle stratégie moléculaire permet de diriger sélectivement une protéine membranaire vers la surface d'une VLP ?,sur la base d'une interaction entre une protéine d'échafaudage virale fusionnée à un domaine PDZ et un polypeptide synthétique dans la queue C-terminale cytoplasmique de la protéine membranaire cible.
"EP-4633670-A1_fr|semantic|3|fr|en,fr",2,no,1,yes,9,25,34,9,none,"[{""language"": ""en"", ""passage"": ""Title: Engineered virus-like-particles for targeted capture of membrane proteins\n\nAbstract: Disclosed are engineered virus-like-particles (VLPs) and their use. In the VPLs integral plasma membrane proteins are captured and displayed on the surface of a VLP in a native conformation based on an interaction between a viral scaffolding protein fused to a PDZ domain and a synthetic polypeptide in the cytoplasmatic C-terminal tail of the target membrane protein.""}, {""language"": ""fr"", ""passage"": ""Title: Particules de type viral modifiées pour la capture ciblée de protéines membranaires\n\nAbstract: L'invention concerne des particules de type viral (VLP) modifiées et leur utilisation. Dans les VPL, des protéines intégrales de membrane plasmatique sont capturées et affichées sur la surface d'une VLP dans une conformation native sur la base d'une interaction entre une protéine d'échafaudage virale fusionnée à un domaine PDZ et un polypeptide synthétique dans la queue C-terminale cytoplasmique de la protéine membranaire cible.""}]",EP-4633670-A1_fr,EP-4633670-A1,semantic,3,fr,"en,fr",31,12,19,none,Comment exposer des protéines membranaires intégrales tout en préservant leur conformation native pour les analyser ou les manipuler ?,"Dans les VPL, des protéines intégrales de membrane plasmatique sont capturées et affichées sur la surface d'une VLP dans une conformation native"
